entry_id,booked_on,kind,order_ref,expected_amount_inr,memo
INV-5EJBYXMO,2026-03-13,receivable,order_5ejbyxmoxzi4mw,"2,928.22",INV INV-5EJBYXMO domestic sale
INV-6D0CXO5C,2026-03-13,receivable,order_6d0cxo5cuo78wi,"2,440.02",INV INV-6D0CXO5C domestic sale
INV-760EK1EG,2026-03-13,receivable,,487.22,INV INV-760EK1EG domestic sale
INV-8U7TDKB9,2026-03-13,receivable,order_8u7tdkb9yrc8pa,"1,951.82",INV INV-8U7TDKB9 domestic sale
INV-AGHN9CNS,2026-03-13,receivable,order_aghn9cnshmzy2z,"7,335.54",INV INV-AGHN9CNS USD 91.00 @ 82.5588
INV-AH53LC6P,2026-03-13,receivable,order_ah53lc6p7wfbaw,"5,856.94",INV INV-AH53LC6P domestic sale
INV-AJISSMR3,2026-03-13,receivable,order_ajissmr3mmlvb6,"1,951.82",INV INV-AJISSMR3 domestic sale
INV-BRFL07DM,2026-03-13,receivable,order_brfl07dms762f1,487.22,INV INV-BRFL07DM domestic sale
INV-DXFXYIRH,2026-03-13,receivable,order_dxfxyirh5wywc5,"7,810.22",INV INV-DXFXYIRH domestic sale
INV-FEZ6BISJ,2026-03-13,receivable,,"1,268.34",INV INV-FEZ6BISJ domestic sale
INV-FJMNE49Q,2026-03-13,receivable,order_fjmne49qrddmj3,780.14,INV INV-FJMNE49Q domestic sale
INV-FN8M4Z4P,2026-03-13,receivable,order_fn8m4z4p7kufnh,"8,053.84",INV INV-FN8M4Z4P domestic sale
INV-FSY4PHBV,2026-03-13,receivable,,"13,668.14",INV INV-FSY4PHBV domestic sale
INV-G7L45RFD,2026-03-13,receivable,,"5,857.42",INV INV-G7L45RFD domestic sale
INV-KZV38C3D,2026-03-13,receivable,,"7,321.54",INV INV-KZV38C3D domestic sale
INV-L8XYVHY8,2026-03-13,receivable,order_l8xyvhy8d4mhx4,"2,928.22",INV INV-L8XYVHY8 domestic sale
INV-M4911N0Y,2026-03-13,receivable,,487.22,INV INV-M4911N0Y domestic sale
INV-QU6CY1VR,2026-03-13,receivable,,"2,928.22",INV INV-QU6CY1VR domestic sale
INV-QW343OCM,2026-03-13,receivable,order_qw343ocmn2sxbe,"3,171.84",INV INV-QW343OCM domestic sale
INV-QXJEXXAP,2026-03-13,receivable,,"7,810.22",INV INV-QXJEXXAP domestic sale
INV-RD0H7DWX,2026-03-13,receivable,,"4,881.02",INV INV-RD0H7DWX domestic sale
INV-SHSAJDOB,2026-03-13,receivable,order_shsajdobakivt1,"1,966.91",INV INV-SHSAJDOB USD 24.00 @ 83.9357
INV-T2I64EAP,2026-03-13,receivable,,"10,250.74",INV INV-T2I64EAP domestic sale
INV-T4BH0O2B,2026-03-13,receivable,,"7,810.22",INV INV-T4BH0O2B domestic sale
INV-TH74EFXJ,2026-03-13,receivable,,"5,857.42",INV INV-TH74EFXJ domestic sale
INV-U96IHEV0,2026-03-13,receivable,order_u96ihev08yn9av,"4,392.82",INV INV-U96IHEV0 domestic sale
INV-UCGSH4EC,2026-03-13,receivable,order_ucgsh4ec906sow,"5,856.45",INV INV-UCGSH4EC domestic sale
INV-V98EZD5L,2026-03-13,receivable,order_v98ezd5lw6qlcy,"2,439.54",INV INV-V98EZD5L domestic sale
INV-XF4K2XV0,2026-03-13,receivable,,"1,463.62",INV INV-XF4K2XV0 domestic sale
INV-YX7QDA0Q,2026-03-13,receivable,order_yx7qda0q59jhua,"9,983.96",INV INV-YX7QDA0Q USD 124.00 @ 82.4620
TDS-0D22VKYB,2026-03-13,tds,,-77.49,Withholding accrual @ 1.00% on batch 22vkyb
TDS-BYQIURYO,2026-03-13,tds,,-236.46,Withholding accrual @ 1.00% on batch qiuryo
TDS-OELNE79V,2026-03-13,tds,,-161.45,Withholding accrual @ 1.00% on batch lne79v
TDS-SJI6LGGJ,2026-03-13,tds,,-4.99,Withholding accrual @ 1.00% on batch i6lggj
INV-08NMY7TX,2026-03-14,receivable,,"7,810.22",INV INV-08NMY7TX domestic sale
INV-2DVGZ22I,2026-03-14,receivable,order_2dvgz22idxuegu,"58,819.13",INV INV-2DVGZ22I domestic sale
INV-6HWQX6U2,2026-03-14,receivable,order_6hwqx6u2vkji8u,"9,763.02",INV INV-6HWQX6U2 domestic sale
INV-DVRE0FQC,2026-03-14,receivable,,"1,951.82",INV INV-DVRE0FQC domestic sale
INV-HVSX3GLK,2026-03-14,receivable,,"12,218.72",INV INV-HVSX3GLK USD 149.00 @ 83.9870
INV-IJ7ZPN0F,2026-03-14,receivable,,"3,416.42",INV INV-IJ7ZPN0F domestic sale
INV-JVDAYW8Q,2026-03-14,receivable,order_jvdayw8qd3u8mk,"3,416.42",INV INV-JVDAYW8Q domestic sale
INV-K48HFMQF,2026-03-14,receivable,order_k48hfmqf3ftjxe,"12,691.25",INV INV-K48HFMQF domestic sale
INV-LDRQ82E3,2026-03-14,receivable,order_ldrq82e3wdk2cz,"6,832.85",INV INV-LDRQ82E3 domestic sale
INV-M40M6V96,2026-03-14,receivable,order_m40m6v96cqa8ih,"4,880.54",INV INV-M40M6V96 domestic sale
INV-M5MX8P6T,2026-03-14,receivable,order_m5mx8p6tnqmpka,"1,463.62",INV INV-M5MX8P6T domestic sale
INV-W4HQZAOT,2026-03-14,receivable,,"12,203.05",INV INV-W4HQZAOT domestic sale
INV-ZGGFM0CT,2026-03-14,receivable,,"2,928.22",INV INV-ZGGFM0CT domestic sale
INV-ZZ5WS62A,2026-03-14,receivable,order_zz5ws62ajw48an,"11,959.44",INV INV-ZZ5WS62A domestic sale
INV-0MK23LJJ,2026-03-15,receivable,,"2,439.54",INV INV-0MK23LJJ domestic sale
INV-37IG97L7,2026-03-15,receivable,order_37ig97l7di5d5i,"8,200.30",INV INV-37IG97L7 domestic sale
INV-3MMR2CDJ,2026-03-15,receivable,,"7,810.22",INV INV-3MMR2CDJ domestic sale
INV-7FAP0T89,2026-03-15,receivable,order_7fap0t89yjoco1,"1,953.19",INV INV-7FAP0T89 USD 24.00 @ 83.3500
INV-AAZT7ODA,2026-03-15,receivable,,"8,785.65",INV INV-AAZT7ODA domestic sale
INV-ACIOSX7F,2026-03-15,receivable,,"4,392.82",INV INV-ACIOSX7F domestic sale
INV-AL1RCK80,2026-03-15,receivable,order_al1rck80lwr2zl,487.22,INV INV-AL1RCK80 domestic sale
INV-AMDMIVVH,2026-03-15,receivable,,"1,755.57",INV INV-AMDMIVVH domestic sale
INV-BDYODRN9,2026-03-15,receivable,,"8,542.04",INV INV-BDYODRN9 domestic sale
INV-E6CW8WUZ,2026-03-15,receivable,,"5,857.42",INV INV-E6CW8WUZ domestic sale
INV-EFI9M31L,2026-03-15,receivable,,"1,707.24",INV INV-EFI9M31L domestic sale
INV-HXIIO776,2026-03-15,receivable,,"62,384.32",INV INV-HXIIO776 domestic sale
INV-IGV3601G,2026-03-15,receivable,order_igv3601geywgla,975.42,INV INV-IGV3601G domestic sale
INV-K2MRZ0GD,2026-03-15,receivable,,"3,416.42",INV INV-K2MRZ0GD domestic sale
INV-P4B7OS8G,2026-03-15,receivable,order_p4b7os8gbcepwy,"5,857.42",INV INV-P4B7OS8G domestic sale
INV-RAI6QH36,2026-03-15,receivable,,"5,856.94",INV INV-RAI6QH36 domestic sale
INV-RSX3CKCH,2026-03-15,receivable,,"2,928.22",INV INV-RSX3CKCH domestic sale
INV-RT5CMYTR,2026-03-15,receivable,,"7,810.22",INV INV-RT5CMYTR domestic sale
INV-TPFRZ26S,2026-03-15,receivable,,"4,392.82",INV INV-TPFRZ26S domestic sale
INV-XHIIMOKA,2026-03-15,receivable,order_xhiimokap72o01,975.42,INV INV-XHIIMOKA domestic sale
INV-XWLV89PW,2026-03-15,receivable,,"4,636.44",INV INV-XWLV89PW domestic sale
INV-Y1QZC248,2026-03-15,receivable,,"2,440.02",INV INV-Y1QZC248 domestic sale
INV-YLCZLCB8,2026-03-15,receivable,order_ylczlcb8sfcupb,"13,179.45",INV INV-YLCZLCB8 domestic sale
CRN-CPZ9WIRJ,2026-03-16,refund,,-799.00,Credit note against INV-J8NCEQNG
CRN-GYLI8XN3,2026-03-16,refund,,"-33,212.10",Credit note against INV-3B8GVBNZ
CRN-RS214CZL,2026-03-16,refund,,"-4,499.00",Credit note against INV-WXIW4RU7
INV-08VC35ME,2026-03-16,receivable,order_08vc35megt5x7h,"7,809.25",INV INV-08VC35ME domestic sale
INV-1RZCS0KI,2026-03-16,receivable,order_1rzcs0kip90pi3,780.14,INV INV-1RZCS0KI domestic sale
INV-1XA7OW94,2026-03-16,receivable,order_1xa7ow94mjssev,"5,612.84",INV INV-1XA7OW94 domestic sale
INV-2GK9AVD1,2026-03-16,receivable,,"1,951.82",INV INV-2GK9AVD1 domestic sale
INV-4779CNQJ,2026-03-16,receivable,order_4779cnqj06es85,"3,415.94",INV INV-4779CNQJ domestic sale
INV-5FUM3T1G,2026-03-16,receivable,order_5fum3t1gxvq13e,"4,881.02",INV INV-5FUM3T1G domestic sale
INV-5HMIDLA2,2026-03-16,receivable,order_5hmidla2icc0hq,"2,928.22",INV INV-5HMIDLA2 domestic sale
INV-6T5YCMFK,2026-03-16,receivable,,"4,392.82",INV INV-6T5YCMFK domestic sale
INV-70SV48VB,2026-03-16,receivable,order_70sv48vb5fiesu,"72,912.22",INV INV-70SV48VB USD 888.00 @ 84.0930
INV-7MVRHK0O,2026-03-16,receivable,,"2,440.02",INV INV-7MVRHK0O domestic sale
INV-868SELGK,2026-03-16,receivable,,"1,951.82",INV INV-868SELGK domestic sale
INV-8OIVQPYD,2026-03-16,receivable,order_8oivqpydqhcub4,"2,440.02",INV INV-8OIVQPYD domestic sale
INV-BLI3O52X,2026-03-16,receivable,,"1,472.60",INV INV-BLI3O52X USD 18.00 @ 83.7887
INV-BMC3VIZ7,2026-03-16,receivable,order_bmc3viz75nanjz,"9,763.02",INV INV-BMC3VIZ7 domestic sale
INV-BPM9PV5P,2026-03-16,receivable,order_bpm9pv5pr5t5qu,"1,951.82",INV INV-BPM9PV5P domestic sale
INV-BUCZT73X,2026-03-16,receivable,,"8,785.65",INV INV-BUCZT73X domestic sale
INV-D7A5ELZ5,2026-03-16,receivable,order_d7a5elz5gbauu6,"1,950.85",INV INV-D7A5ELZ5 domestic sale
INV-ETE3AJZM,2026-03-16,receivable,order_ete3ajzmy7ogxk,"9,763.02",INV INV-ETE3AJZM domestic sale
INV-ETEON9NO,2026-03-16,receivable,order_eteon9noo7tawu,"1,463.62",INV INV-ETEON9NO domestic sale
INV-HC4UPNBA,2026-03-16,receivable,,"2,928.22",INV INV-HC4UPNBA domestic sale
INV-IDWGLT8A,2026-03-16,receivable,order_idwglt8a70j4wq,"3,416.42",INV INV-IDWGLT8A domestic sale
INV-IJG8RRRV,2026-03-16,receivable,order_ijg8rrrv2otmi2,"28,986.20",INV INV-IJG8RRRV domestic sale
INV-IQR6ZVGY,2026-03-16,receivable,order_iqr6zvgyryanlo,487.22,INV INV-IQR6ZVGY domestic sale
INV-JDS1FP9R,2026-03-16,receivable,order_jds1fp9rn46new,"2,928.22",INV INV-JDS1FP9R domestic sale
INV-JWE0EHKJ,2026-03-16,receivable,,"8,297.94",INV INV-JWE0EHKJ domestic sale
INV-KI12C2WL,2026-03-16,receivable,,"1,463.62",INV INV-KI12C2WL domestic sale
INV-MCYIBGBP,2026-03-16,receivable,,"5,856.45",INV INV-MCYIBGBP domestic sale
INV-MEUO6X1U,2026-03-16,receivable,,"5,857.42",INV INV-MEUO6X1U domestic sale
INV-MEYRVESQ,2026-03-16,receivable,order_meyrvesqurt9eb,"3,416.42",INV INV-MEYRVESQ domestic sale
INV-PPVEKV7V,2026-03-16,receivable,,"2,440.02",INV INV-PPVEKV7V domestic sale
INV-QM3RWFHC,2026-03-16,receivable,order_qm3rwfhcztf5jo,"2,451.75",INV INV-QM3RWFHC USD 30.00 @ 83.7006
INV-RH3B42HY,2026-03-16,receivable,,"2,928.22",INV INV-RH3B42HY domestic sale
INV-RTRZ365R,2026-03-16,receivable,,"2,731.97",INV INV-RTRZ365R domestic sale
INV-RY0DMKVO,2026-03-16,receivable,order_ry0dmkvoge32bv,780.14,INV INV-RY0DMKVO domestic sale
INV-TH2L0IUX,2026-03-16,receivable,,"1,13,639.96",INV INV-TH2L0IUX domestic sale
INV-TJS90Y4O,2026-03-16,receivable,order_tjs90y4ou4h4at,"1,268.34",INV INV-TJS90Y4O domestic sale
INV-UTY9XIIR,2026-03-16,receivable,,"1,463.62",INV INV-UTY9XIIR domestic sale
INV-WDU5HDXN,2026-03-16,receivable,order_wdu5hdxnfrt4fh,"7,810.22",INV INV-WDU5HDXN domestic sale
INV-WEF1C6A1,2026-03-16,receivable,order_wef1c6a1201h14,"5,857.42",INV INV-WEF1C6A1 domestic sale
INV-WGDWTTDG,2026-03-16,receivable,,487.22,INV INV-WGDWTTDG domestic sale
INV-XLDCW0ZI,2026-03-16,receivable,order_xldcw0ziot0h2t,974.94,INV INV-XLDCW0ZI domestic sale
INV-XMLF4X0G,2026-03-16,receivable,,"4,392.82",INV INV-XMLF4X0G domestic sale
INV-Y0IQ387F,2026-03-16,receivable,order_y0iq387fytogeq,"2,440.02",INV INV-Y0IQ387F domestic sale
INV-Z0O0E36O,2026-03-16,receivable,order_z0o0e36oxjpz6f,"1,951.82",INV INV-Z0O0E36O domestic sale
INV-ZHZQOU9V,2026-03-16,receivable,order_zhzqou9vhlfw6c,"1,463.62",INV INV-ZHZQOU9V domestic sale
TDS-V671R5KU,2026-03-16,tds,,-929.90,Withholding accrual @ 1.00% on batch 71r5ku
CRN-5LUBAZHF,2026-03-17,refund,,"-1,499.50",Credit note against INV-ZGGFM0CT
CRN-84O8C5FJ,2026-03-17,refund,,"-2,874.25",Credit note against INV-IESOQNFE
CRN-CH6AYKVG,2026-03-17,refund,,-699.50,Credit note against INV-RTRZ365R
CRN-F8QY08H8,2026-03-17,refund,,-324.75,Credit note against INV-FEZ6BISJ
CRN-FNLV719Y,2026-03-17,refund,,"-2,324.50",Credit note against INV-7KLC63BF
CRN-JVOSOZLB,2026-03-17,refund,,"-15,973.04",Credit note against INV-HXIIO776
CRN-O63PSL1E,2026-03-17,refund,,"-9,999.00",Credit note against INV-WN9R33VX
CRN-YGQJRNMM,2026-03-17,refund,,-124.75,Credit note against INV-LAL91FXD
INV-04YXCAIM,2026-03-17,receivable,order_04yxcaim2jbb9i,"10,738.94",INV INV-04YXCAIM domestic sale
INV-0E8GDA3I,2026-03-17,receivable,order_0e8gda3ial6z9q,"3,660.04",INV INV-0E8GDA3I domestic sale
INV-0YH6GQL2,2026-03-17,receivable,order_0yh6gql2j91bgo,"2,928.22",INV INV-0YH6GQL2 domestic sale
INV-1GDKOYQ0,2026-03-17,receivable,,"3,416.42",INV INV-1GDKOYQ0 domestic sale
INV-1VF5N89F,2026-03-17,receivable,,"4,392.82",INV INV-1VF5N89F domestic sale
INV-29SVI70N,2026-03-17,receivable,,"4,881.02",INV INV-29SVI70N domestic sale
INV-35QFY393,2026-03-17,receivable,order_35qfy393ig85yc,"2,440.02",INV INV-35QFY393 domestic sale
INV-36XYBX1X,2026-03-17,receivable,order_36xybx1xfnn5lb,975.42,INV INV-36XYBX1X domestic sale
INV-4YI6GR0V,2026-03-17,receivable,,"2,243.77",INV INV-4YI6GR0V domestic sale
INV-5A5FCYUT,2026-03-17,receivable,order_5a5fcyutknp6t5,"1,268.34",INV INV-5A5FCYUT domestic sale
INV-5OBIBRLF,2026-03-17,receivable,order_5obibrlfb1953m,487.22,INV INV-5OBIBRLF domestic sale
INV-7KG2YVNZ,2026-03-17,receivable,,"2,927.25",INV INV-7KG2YVNZ domestic sale
INV-7SNRS7CC,2026-03-17,receivable,order_7snrs7cccowpt2,"1,268.34",INV INV-7SNRS7CC domestic sale
INV-8138JBHG,2026-03-17,receivable,,"5,173.46",INV INV-8138JBHG domestic sale
INV-A4QUX4NP,2026-03-17,receivable,order_a4qux4np8cwwbv,975.42,INV INV-A4QUX4NP domestic sale
INV-BPWJGR6I,2026-03-17,receivable,order_bpwjgr6ijyiiih,"3,416.42",INV INV-BPWJGR6I domestic sale
INV-GHMUG0CY,2026-03-17,receivable,order_ghmug0cyt4besr,"5,368.25",INV INV-GHMUG0CY domestic sale
INV-GQT69ULI,2026-03-17,receivable,order_gqt69uliw0iy9o,975.42,INV INV-GQT69ULI domestic sale
INV-H92SLLBI,2026-03-17,receivable,order_h92sllbi4n48yk,"1,951.82",INV INV-H92SLLBI domestic sale
INV-HHSNEV5T,2026-03-17,receivable,order_hhsnev5tmribkn,"1,951.82",INV INV-HHSNEV5T domestic sale
INV-I4LCEGQ8,2026-03-17,receivable,,"4,881.02",INV INV-I4LCEGQ8 domestic sale
INV-I52OVUGB,2026-03-17,receivable,order_i52ovugbewf9zb,"6,101.04",INV INV-I52OVUGB domestic sale
INV-ILN96P3Y,2026-03-17,receivable,order_iln96p3yewv0uc,"1,951.82",INV INV-ILN96P3Y domestic sale
INV-IQT9MAN5,2026-03-17,receivable,,"11,265.71",INV INV-IQT9MAN5 USD 139.00 @ 83.0073
INV-JGRZS46B,2026-03-17,receivable,order_jgrzs46bzubazg,"2,440.02",INV INV-JGRZS46B domestic sale
INV-LD760PXN,2026-03-17,receivable,order_ld760pxnkptg9w,"5,857.42",INV INV-LD760PXN domestic sale
INV-LX3O1KDB,2026-03-17,receivable,order_lx3o1kdbq5hp1j,"3,074.20",INV INV-LX3O1KDB domestic sale
INV-P9NIJQK2,2026-03-17,receivable,order_p9nijqk2hrva8k,"2,440.02",INV INV-P9NIJQK2 domestic sale
INV-PW7FOAKN,2026-03-17,receivable,,"19,526.05",INV INV-PW7FOAKN domestic sale
INV-PZOCYV9X,2026-03-17,receivable,order_pzocyv9xf1tcq6,487.22,INV INV-PZOCYV9X domestic sale
INV-Q16PZF8C,2026-03-17,receivable,order_q16pzf8cxndeof,780.14,INV INV-Q16PZF8C domestic sale
INV-Q8YPE9BP,2026-03-17,receivable,order_q8ype9bpl0nbob,"2,440.02",INV INV-Q8YPE9BP domestic sale
INV-RA8KT8HC,2026-03-17,receivable,order_ra8kt8hchf4sbj,"2,928.22",INV INV-RA8KT8HC domestic sale
INV-S7GHXIDS,2026-03-17,receivable,order_s7ghxids0k1f7s,"3,220.17",INV INV-S7GHXIDS domestic sale
INV-SLV3QWKJ,2026-03-17,receivable,order_slv3qwkjsti1rm,"32,445.88",INV INV-SLV3QWKJ domestic sale
INV-SOACI5GK,2026-03-17,receivable,order_soaci5gkuzxlma,"2,439.54",INV INV-SOACI5GK domestic sale
INV-TGQ00HIM,2026-03-17,receivable,,"1,951.82",INV INV-TGQ00HIM domestic sale
INV-U39IMQFA,2026-03-17,receivable,,"4,148.24",INV INV-U39IMQFA domestic sale
INV-V4LDSBRR,2026-03-17,receivable,,"1,951.82",INV INV-V4LDSBRR domestic sale
INV-VD9NHBP5,2026-03-17,receivable,order_vd9nhbp5b13b82,"11,226.65",INV INV-VD9NHBP5 domestic sale
INV-XQ7TFHBD,2026-03-17,receivable,order_xq7tfhbd974l98,"2,830.10",INV INV-XQ7TFHBD domestic sale
INV-XSGZEL4U,2026-03-17,receivable,order_xsgzel4uszrnta,"10,738.94",INV INV-XSGZEL4U domestic sale
INV-XVIYV8SM,2026-03-17,receivable,,"3,415.94",INV INV-XVIYV8SM domestic sale
INV-XXQT47UT,2026-03-17,receivable,,"4,392.82",INV INV-XXQT47UT domestic sale
INV-Y4QS7VGC,2026-03-17,receivable,order_y4qs7vgccldxpl,"10,250.25",INV INV-Y4QS7VGC domestic sale
INV-Z9K8ILLO,2026-03-17,receivable,order_z9k8illozu7mfe,780.14,INV INV-Z9K8ILLO domestic sale
INV-ZEQZSLXQ,2026-03-17,receivable,order_zeqzslxqb00ecf,"1,463.62",INV INV-ZEQZSLXQ domestic sale
TDS-ZFE5CHK2,2026-03-17,tds,,-144.97,Withholding accrual @ 1.00% on batch e5chk2
CRN-EXE67U29,2026-03-18,refund,,-499.00,Credit note against INV-IQR6ZVGY
CRN-H3GB1BHU,2026-03-18,refund,,"-2,499.00",Credit note against INV-Q8YPE9BP
CRN-WG33G76X,2026-03-18,refund,,"-1,749.50",Credit note against INV-79RHK2YC
INV-0KZHVVP5,2026-03-18,receivable,order_0kzhvvp50g3k49,"4,378.06",INV INV-0KZHVVP5 USD 54.00 @ 83.0349
INV-17HO1U7P,2026-03-18,receivable,,"6,344.65",INV INV-17HO1U7P domestic sale
INV-27VVPLNA,2026-03-18,receivable,,"2,927.25",INV INV-27VVPLNA domestic sale
INV-2YEJLMRK,2026-03-18,receivable,order_2yejlmrk90nz7f,"2,928.22",INV INV-2YEJLMRK domestic sale
INV-31Q5O8RE,2026-03-18,receivable,order_31q5o8re0fyb9t,"3,393.88",INV INV-31Q5O8RE USD 42.00 @ 82.7599
INV-4NCXISRB,2026-03-18,receivable,order_4ncxisrbmdmrs5,"3,416.42",INV INV-4NCXISRB domestic sale
INV-53W67TZB,2026-03-18,receivable,,"7,810.22",INV INV-53W67TZB domestic sale
INV-6AG6O5K8,2026-03-18,receivable,order_6ag6o5k8eufjmx,"2,440.02",INV INV-6AG6O5K8 domestic sale
INV-738E4GZ2,2026-03-18,receivable,order_738e4gz2jhrl5j,"1,268.34",INV INV-738E4GZ2 domestic sale
INV-8MWTJ2AI,2026-03-18,receivable,order_8mwtj2ail5sbkv,"5,856.94",INV INV-8MWTJ2AI domestic sale
INV-8SWTRMLL,2026-03-18,receivable,,"14,644.05",INV INV-8SWTRMLL domestic sale
INV-942YPFDM,2026-03-18,receivable,,"2,440.02",INV INV-942YPFDM domestic sale
INV-99AXEHER,2026-03-18,receivable,order_99axeher98n6yc,"2,000.16",INV INV-99AXEHER domestic sale
INV-9PDCCP5U,2026-03-18,receivable,,"3,415.94",INV INV-9PDCCP5U domestic sale
INV-AUCDLCQV,2026-03-18,receivable,,"7,321.05",INV INV-AUCDLCQV domestic sale
INV-B2YL7R1D,2026-03-18,receivable,,"91,345.75",INV INV-B2YL7R1D domestic sale
INV-CRVNO799,2026-03-18,receivable,order_crvno799glj6wu,"1,707.24",INV INV-CRVNO799 domestic sale
INV-DBZVXSBQ,2026-03-18,receivable,order_dbzvxsbq4vbe6t,"1,951.82",INV INV-DBZVXSBQ domestic sale
INV-DXAV2QT6,2026-03-18,receivable,order_dxav2qt6g1tod0,"7,809.25",INV INV-DXAV2QT6 domestic sale
INV-E1YZRBPM,2026-03-18,receivable,order_e1yzrbpmoah4xb,"3,415.45",INV INV-E1YZRBPM domestic sale
INV-EEYDVBD5,2026-03-18,receivable,,"8,297.45",INV INV-EEYDVBD5 domestic sale
INV-ETJ0NIB9,2026-03-18,receivable,order_etj0nib9ej7bop,"8,297.94",INV INV-ETJ0NIB9 domestic sale
INV-ETMZBYN7,2026-03-18,receivable,,487.22,INV INV-ETMZBYN7 domestic sale
INV-F0AWFY3C,2026-03-18,receivable,order_f0awfy3ccmmv5f,"9,763.02",INV INV-F0AWFY3C domestic sale
INV-FMJCWGS7,2026-03-18,receivable,order_fmjcwgs7kpmckq,"1,268.34",INV INV-FMJCWGS7 domestic sale
INV-G71UAKPD,2026-03-18,receivable,order_g71uakpdqqhs85,"2,440.02",INV INV-G71UAKPD domestic sale
INV-G7WTHQYJ,2026-03-18,receivable,,780.14,INV INV-G7WTHQYJ domestic sale
INV-H5MMWUKD,2026-03-18,receivable,order_h5mmwukd8nextl,780.14,INV INV-H5MMWUKD domestic sale
INV-I8EUPGO2,2026-03-18,receivable,,"11,426.67",INV INV-I8EUPGO2 USD 142.00 @ 82.4146
INV-IV1RLTYG,2026-03-18,receivable,,"6,345.14",INV INV-IV1RLTYG domestic sale
INV-IY8PW3AI,2026-03-18,receivable,order_iy8pw3aii017n5,"6,832.85",INV INV-IY8PW3AI domestic sale
INV-KU3VXL4W,2026-03-18,receivable,order_ku3vxl4wvkulo7,"3,660.04",INV INV-KU3VXL4W domestic sale
INV-KYFSE5H7,2026-03-18,receivable,order_kyfse5h778kyc8,"2,928.22",INV INV-KYFSE5H7 domestic sale
INV-L6ZPFBE4,2026-03-18,receivable,order_l6zpfbe4xfwcsm,"3,903.65",INV INV-L6ZPFBE4 domestic sale
INV-MU5CASE8,2026-03-18,receivable,,"1,268.34",INV INV-MU5CASE8 domestic sale
INV-OP1MZTH5,2026-03-18,receivable,order_op1mzth5d3gah1,"1,463.62",INV INV-OP1MZTH5 domestic sale
INV-PWNTCPSA,2026-03-18,receivable,,"4,881.02",INV INV-PWNTCPSA domestic sale
INV-Q8E63NXK,2026-03-18,receivable,order_q8e63nxkzkm24e,"5,857.42",INV INV-Q8E63NXK domestic sale
INV-QB9LV2IN,2026-03-18,receivable,order_qb9lv2inur52om,487.22,INV INV-QB9LV2IN domestic sale
INV-QGBUOYLK,2026-03-18,receivable,order_qgbuoylkw6q1as,"7,777.33",INV INV-QGBUOYLK USD 95.00 @ 83.8455
INV-RMC2HFE2,2026-03-18,receivable,,487.22,INV INV-RMC2HFE2 domestic sale
INV-RUBVUXY1,2026-03-18,receivable,,780.14,INV INV-RUBVUXY1 domestic sale
INV-SSBC8RQP,2026-03-18,receivable,,"8,785.65",INV INV-SSBC8RQP domestic sale
INV-T58LHIH5,2026-03-18,receivable,order_t58lhih50f994a,"7,809.74",INV INV-T58LHIH5 domestic sale
INV-T95ZJNG1,2026-03-18,receivable,order_t95zjng1t2li39,"5,857.42",INV INV-T95ZJNG1 domestic sale
INV-TP6QBIDQ,2026-03-18,receivable,order_tp6qbidqwmgz6v,"3,904.14",INV INV-TP6QBIDQ domestic sale
INV-UOBJXA8K,2026-03-18,receivable,order_uobjxa8km8ferl,"7,810.22",INV INV-UOBJXA8K domestic sale
INV-V60NN47N,2026-03-18,receivable,order_v60nn47n72zmjk,"5,857.42",INV INV-V60NN47N domestic sale
INV-VOSVI592,2026-03-18,receivable,order_vosvi5928l9cre,"4,392.34",INV INV-VOSVI592 domestic sale
INV-Y2CPDIR0,2026-03-18,receivable,order_y2cpdir0ghzkj3,"7,810.22",INV INV-Y2CPDIR0 domestic sale
INV-Y4K0PBTX,2026-03-18,receivable,,487.22,INV INV-Y4K0PBTX domestic sale
TDS-DM79JYM9,2026-03-18,tds,,-14.99,Withholding accrual @ 1.00% on batch 79jym9
INV-01P13Y38,2026-03-19,receivable,order_01p13y38b7q10d,"6,344.65",INV INV-01P13Y38 domestic sale
INV-0WNY1YH8,2026-03-19,receivable,,"3,416.42",INV INV-0WNY1YH8 domestic sale
INV-1UPRK2GG,2026-03-19,receivable,order_1uprk2ggb6lk3l,"10,250.25",INV INV-1UPRK2GG domestic sale
INV-5SFT938K,2026-03-19,receivable,order_5sft938kch78hq,"5,368.25",INV INV-5SFT938K domestic sale
INV-6BVPZPDS,2026-03-19,receivable,,"4,881.02",INV INV-6BVPZPDS domestic sale
INV-7QQCF3ZU,2026-03-19,receivable,order_7qqcf3zutm29dj,"5,124.64",INV INV-7QQCF3ZU domestic sale
INV-9JO2J14F,2026-03-19,receivable,,"9,273.85",INV INV-9JO2J14F domestic sale
INV-AEVFHXDV,2026-03-19,receivable,,"3,904.14",INV INV-AEVFHXDV domestic sale
INV-AHM5D58P,2026-03-19,receivable,,"2,928.22",INV INV-AHM5D58P domestic sale
INV-ANYK8U1G,2026-03-19,receivable,order_anyk8u1g4meqgq,"7,565.64",INV INV-ANYK8U1G domestic sale
INV-AWASO5TF,2026-03-19,receivable,,"4,881.02",INV INV-AWASO5TF domestic sale
INV-BUW3Z68R,2026-03-19,receivable,order_buw3z68rrfkucy,"9,763.02",INV INV-BUW3Z68R domestic sale
INV-C92CGXGP,2026-03-19,receivable,order_c92cgxgpfdrt4a,"8,297.45",INV INV-C92CGXGP domestic sale
